act,hidden_dim,sparse_normalization,dropout_ratio,pos_uk_num,neg_uk_num,pos_kk_num,neg_kk_num,kernel_method,temperature_tau_u,temperature_tau_k,learning_rate,weight_decay,batch_size,test_batch_size,early_stop,num_epochs,patience,anneal_cap,total_anneal_steps,use_default_hp,hp_contrastive_u,weighted_recon,NDCG,RMSE,best_epoch
tanh,50,False,0,20,2,2,100,BK,1,1,0.001,0,800,800,True,5000,50,0.001,0,False,1,0.5,"[0.0697, 0.0019]","[0.3837, 0]",50.0
tanh,50,False,0,20,2,2,100,BK,1,1,0.001,0,800,800,True,5000,50,0.001,0,False,10,0.5,"[0.0733, 0.0021]","[0.4223, 0]",200.0
tanh,50,False,0.2,20,2,2,100,BK,1,1,0.001,0,800,800,True,5000,50,0.001,0,False,0.001,0.5,"[0.0755, 0.002]","[0.2955, 0]",120.0
tanh,50,False,0,20,2,2,100,BK,1,1,0.001,0,800,800,True,5000,50,0.001,0,False,0.5,0.5,"[0.0731, 0.002]","[0.3592, 0]",50.0
tanh,50,False,0,20,2,2,100,BK,1,1,0.001,0,800,800,True,5000,50,0.001,0,False,0.1,0.5,"[0.0695, 0.0019]","[0.3377, 0]",50.0
tanh,50,False,0,20,2,2,100,BK,1,1,0.001,0,800,800,True,5000,50,0.001,0,False,0.01,0.5,"[0.069, 0.0019]","[0.2618, 0]",130.0
tanh,50,False,0,20,2,2,100,BK,1,1,0.001,1e-05,800,800,True,5000,50,0.001,0,False,1,0.5,"[0.0686, 0.0019]","[0.3813, 0]",70.0
tanh,50,False,0,20,2,2,100,BK,1,1,0.001,1e-05,800,800,True,5000,50,0.001,0,False,10,0.5,"[0.0736, 0.0021]","[0.4231, 0]",220.0
tanh,50,False,0,20,2,2,100,BK,1,1,0.001,1e-05,800,800,True,5000,50,0.001,0,False,0.001,0.5,"[0.0702, 0.0019]","[0.2371, 0]",370.0
tanh,50,False,0,20,2,2,100,BK,1,1,0.001,1e-05,800,800,True,5000,50,0.001,0,False,0.5,0.5,"[0.0623, 0.0018]","[0.3471, 0]",70.0
tanh,50,False,0,20,2,2,100,BK,1,1,0.001,1e-05,800,800,True,5000,50,0.001,0,False,0.1,0.5,"[0.0686, 0.0019]","[0.311, 0]",70.0
tanh,50,False,0,20,2,2,100,BK,1,1,0.001,1e-05,800,800,True,5000,50,0.001,0,False,0.01,0.5,"[0.0657, 0.0019]","[0.2673, 0]",70.0
tanh,50,False,0,20,2,2,100,BK,1,1,0.001,0.0001,800,800,True,5000,50,0.001,0,False,1,0.5,"[0.0691, 0.0019]","[0.3672, 0]",110.0
tanh,50,False,0,20,2,2,100,BK,1,1,0.001,0.0001,800,800,True,5000,50,0.001,0,False,10,0.5,"[0.069, 0.002]","[0.4043, 0]",90.0
tanh,50,False,0,20,2,2,100,BK,1,1,0.001,0.0001,800,800,True,5000,50,0.001,0,False,0.001,0.5,"[0.0689, 0.0019]","[0.2372, 0]",390.0
tanh,50,False,0,20,2,2,100,BK,1,1,0.001,0.0001,800,800,True,5000,50,0.001,0,False,0.5,0.5,"[0.0714, 0.002]","[0.3786, 0]",50.0
tanh,50,False,0,20,2,2,100,BK,1,1,0.001,0.0001,800,800,True,5000,50,0.001,0,False,0.1,0.5,"[0.0718, 0.002]","[0.3307, 0]",50.0
tanh,50,False,0,20,2,2,100,BK,1,1,0.001,0.0001,800,800,True,5000,50,0.001,0,False,0.01,0.5,"[0.0668, 0.0019]","[0.2571, 0]",120.0
tanh,50,False,0,20,2,2,100,BK,1,1,0.01,0,800,800,True,5000,50,0.001,0,False,1,0.5,"[0.0548, 0.0017]","[0.3486, 0]",120.0
tanh,50,False,0,20,2,2,100,BK,1,1,0.01,0,800,800,True,5000,50,0.001,0,False,10,0.5,"[0.0424, 0.0014]","[0.4851, 0]",320.0
tanh,50,False,0,20,2,2,100,BK,1,1,0.01,0,800,800,True,5000,50,0.001,0,False,0.001,0.5,"[0.0478, 0.0016]","[0.3063, 0]",120.0
tanh,50,False,0,20,2,2,100,BK,1,1,0.01,0,800,800,True,5000,50,0.001,0,False,0.5,0.5,"[0.0621, 0.0018]","[0.3025, 0]",300.0
tanh,50,False,0,20,2,2,100,BK,1,1,0.01,0,800,800,True,5000,50,0.001,0,False,0.1,0.5,"[0.0492, 0.0016]","[0.3282, 0]",270.0
tanh,50,False,0,20,2,2,100,BK,1,1,0.01,0,800,800,True,5000,50,0.001,0,False,0.01,0.5,"[0.0439, 0.0015]","[0.3178, 0]",100.0
tanh,50,False,0,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.001,0,False,1,0.5,"[0.0461, 0.0015]","[0.3763, 0]",250.0
tanh,50,False,0,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.001,0,False,10,0.5,"[0.0409, 0.0015]","[0.5014, 0]",220.0
tanh,50,False,0,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.001,0,False,0.001,0.5,"[0.0478, 0.0015]","[0.3413, 0]",220.0
tanh,50,False,0,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.001,0,False,0.5,0.5,"[0.053, 0.0017]","[0.3306, 0]",150.0
tanh,50,False,0,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.001,0,False,0.1,0.5,"[0.0605, 0.0017]","[0.317, 0]",350.0
tanh,50,False,0,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.001,0,False,0.01,0.5,"[0.0569, 0.0017]","[0.3128, 0]",270.0
