act,hidden_dim,sparse_normalization,dropout_ratio,pos_uk_num,neg_uk_num,pos_kk_num,neg_kk_num,kernel_method,temperature_tau_u,temperature_tau_k,learning_rate,weight_decay,batch_size,test_batch_size,early_stop,num_epochs,patience,anneal_cap,total_anneal_steps,use_default_hp,hp_contrastive_u,weighted_recon,NDCG,RMSE,best_epoch
tanh,150,False,0.2,2,2,5,100,BK,1,1,0.01,0.0001,800,800,True,5000,100,0.01,0,False,10,1,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,150,False,0.2,2,2,5,100,BK,1,1,0.01,0.0001,800,800,True,5000,100,0.01,0,False,0.1,1,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,150,False,0.2,2,2,5,100,BK,1,1,0.01,0.0001,800,800,True,5000,100,0.01,0,False,0.001,1,"[0.0069, 0.0002]","[115.282, 0]",100.0
tanh,150,False,0.2,2,2,5,100,BK,1,1,0.01,0.0001,800,800,True,5000,100,0.01,0,False,0.5,1,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,150,False,0.2,2,2,5,100,BK,1,1,0.01,0.0001,800,800,True,5000,100,0.01,0,False,0.01,1,"[0.0039, 0.0002]","[844.247, 0]",70.0
tanh,150,False,0.2,2,2,5,100,BK,1,1,0.01,0.0001,800,800,True,5000,100,0.01,0,False,1,1,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,150,False,0.2,2,2,5,100,BK,1,1,0.01,1e-05,800,800,True,5000,100,0.01,0,False,10,1,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,150,False,0.2,2,2,5,100,BK,1,1,0.01,1e-05,800,800,True,5000,100,0.01,0,False,0.1,1,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,150,False,0.2,2,2,5,100,BK,1,1,0.01,1e-05,800,800,True,5000,100,0.01,0,False,0.001,1,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,150,False,0.2,2,2,5,100,BK,1,1,0.01,1e-05,800,800,True,5000,100,0.01,0,False,0.5,1,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,150,False,0.2,2,2,5,100,BK,1,1,0.01,1e-05,800,800,True,5000,100,0.01,0,False,0.01,1,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,150,False,0.2,2,2,5,100,BK,1,1,0.0001,0.0001,800,800,True,5000,100,0.01,0,False,10,1,"[0.279, 0.0022]","[0.3383, 0]",160.0
tanh,150,False,0.2,2,2,5,100,BK,1,1,0.0001,0.0,800,800,True,5000,100,0.01,0,False,1,1,"[0.2664, 0.0022]","[0.3309, 0]",100.0
tanh,150,False,0.2,2,2,5,100,BK,1,1,0.01,0.0,800,800,True,5000,100,0.01,0,False,0.1,1,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,150,False,0.2,2,2,5,100,BK,1,1,0.01,0.0,800,800,True,5000,100,0.01,0,False,0.001,1,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,150,False,0.2,2,2,5,100,BK,1,1,0.01,0.0,800,800,True,5000,100,0.01,0,False,0.5,1,"[0.0009, 0.0001]","[396.0194, 0]",80.0
tanh,150,False,0.2,2,2,5,100,BK,1,1,0.01,0.0,800,800,True,5000,100,0.01,0,False,0.01,1,"[0.0354, 0.0005]","[815.158, 0]",60.0
tanh,150,False,0.2,2,2,5,100,BK,1,1,0.01,0.0,800,800,True,5000,100,0.01,0,False,1,1,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,150,False,0.2,2,2,5,100,BK,1,1,0.0001,0.0001,800,800,True,5000,100,0.01,0,False,0.1,1,"[0.2678, 0.0022]","[0.3256, 0]",120.0
tanh,150,False,0.2,2,2,5,100,BK,1,1,0.0001,0.0001,800,800,True,5000,100,0.01,0,False,0.001,1,"[0.2554, 0.0022]","[0.3024, 0]",150.0
tanh,150,False,0.2,2,2,5,100,BK,1,1,0.0001,0.0001,800,800,True,5000,100,0.01,0,False,0.5,1,"[0.2622, 0.0022]","[0.3288, 0]",100.0
tanh,150,False,0.2,2,2,5,100,BK,1,1,0.0001,0.0001,800,800,True,5000,100,0.01,0,False,0.01,1,"[0.2606, 0.0023]","[0.3079, 0]",190.0
tanh,150,False,0.2,2,2,5,100,BK,1,1,0.01,0.0,800,800,True,5000,100,0.01,0,False,10,1,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,150,False,0.2,2,2,5,100,BK,1,1,0.001,0.0001,800,800,True,5000,100,0.01,0,False,10,1,"[0.2769, 0.0022]","[0.3078, 0]",160.0
tanh,150,False,0.2,2,2,5,100,BK,1,1,0.001,0.0001,800,800,True,5000,100,0.01,0,False,0.1,1,"[0.2764, 0.0023]","[0.2949, 0]",320.0
tanh,150,False,0.2,2,2,5,100,BK,1,1,0.001,0.0001,800,800,True,5000,100,0.01,0,False,0.001,1,"[0.2816, 0.0022]","[0.328, 0]",190.0
