act,hidden_dim,sparse_normalization,dropout_ratio,pos_uk_num,neg_uk_num,pos_kk_num,neg_kk_num,kernel_method,temperature_tau_u,temperature_tau_k,learning_rate,weight_decay,batch_size,test_batch_size,early_stop,num_epochs,patience,anneal_cap,total_anneal_steps,use_default_hp,hp_contrastive_u,weighted_recon,NDCG,RMSE,best_epoch
tanh,150,False,0,2,2,5,100,BK,1,1,0.0001,0,800,800,True,5000,100,0.3,0,False,0.01,1,"[0.3123, 0.0022]","[0.2978, 0]",330.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.0001,0,800,800,True,5000,100,0.3,0,False,10.0,1,"[0.302, 0.0021]","[0.3093, 0]",460.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.0001,0,800,800,True,5000,100,0.3,0,False,0.5,1,"[0.3116, 0.0021]","[0.3111, 0]",270.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.0001,0,800,800,True,5000,100,0.3,0,False,0.001,1,"[0.312, 0.0021]","[0.2912, 0]",290.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.0001,0,800,800,True,5000,100,0.3,0,False,1.0,1,"[0.3085, 0.0021]","[0.2999, 0]",250.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.0001,0,800,800,True,5000,100,0.3,0,False,0.1,1,"[0.3117, 0.0022]","[0.2912, 0]",290.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.0001,0.0001,800,800,True,5000,100,0.3,0,False,0.01,1,"[0.3129, 0.0022]","[0.2868, 0]",280.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.0001,0.0001,800,800,True,5000,100,0.3,0,False,10.0,1,"[0.3025, 0.0021]","[0.3104, 0]",350.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.0001,0.0001,800,800,True,5000,100,0.3,0,False,0.5,1,"[0.3121, 0.0021]","[0.3007, 0]",270.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.0001,0.0001,800,800,True,5000,100,0.3,0,False,0.001,1,"[0.3125, 0.0022]","[0.287, 0]",190.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.0001,0.0001,800,800,True,5000,100,0.3,0,False,1.0,1,"[0.3101, 0.0021]","[0.3068, 0]",300.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.0001,0.0001,800,800,True,5000,100,0.3,0,False,0.1,1,"[0.3162, 0.0021]","[0.2897, 0]",250.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.0001,1e-05,800,800,True,5000,100,0.3,0,False,0.01,1,"[0.3086, 0.0021]","[0.2943, 0]",230.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.0001,1e-05,800,800,True,5000,100,0.3,0,False,10.0,1,"[0.3033, 0.0021]","[0.3088, 0]",530.0
