act,hidden_dim,sparse_normalization,dropout_ratio,pos_uk_num,neg_uk_num,pos_kk_num,neg_kk_num,kernel_method,temperature_tau_u,temperature_tau_k,learning_rate,weight_decay,batch_size,test_batch_size,early_stop,num_epochs,patience,anneal_cap,total_anneal_steps,use_default_hp,hp_contrastive_u,weighted_recon,NDCG,RMSE,best_epoch
tanh,100,False,0.2,2,2,5,100,BK,1,1,0.001,0.0001,800,800,True,5000,100,0.3,0,False,0.5,1,"[0.2994, 0.0021]","[0.3102, 0]",100.0
tanh,150,False,0.2,2,2,5,100,BK,1,1,0.001,1e-05,800,800,True,5000,100,0.3,0,False,0.01,1,"[0.3087, 0.0021]","[0.3067, 0]",200.0
tanh,150,False,0.2,2,2,5,100,BK,1,1,0.001,1e-05,800,800,True,5000,100,0.3,0,False,0.1,1,"[0.3088, 0.0021]","[0.2943, 0]",150.0
tanh,100,False,0.2,2,2,5,100,BK,1,1,0.001,0.0001,800,800,True,5000,100,0.3,0,False,1.0,1,"[0.2949, 0.0021]","[0.3447, 0]",100.0
tanh,100,False,0.2,2,2,5,100,BK,1,1,0.001,0.0001,800,800,True,5000,100,0.3,0,False,0.1,1,"[0.3014, 0.0021]","[0.3294, 0]",160.0
tanh,150,False,0.2,2,2,5,100,BK,1,1,0.001,1e-05,800,800,True,5000,100,0.3,0,False,0.001,1,"[0.2995, 0.0022]","[0.3128, 0]",140.0
tanh,100,False,0.2,2,2,5,100,BK,1,1,0.001,1e-05,800,800,True,5000,100,0.3,0,False,0.5,1,"[0.2885, 0.0022]","[0.3064, 0]",150.0
tanh,100,False,0.2,2,2,5,100,BK,1,1,0.001,1e-05,800,800,True,5000,100,0.3,0,False,10.0,1,"[0.2889, 0.0021]","[0.3115, 0]",200.0
tanh,150,False,0.2,2,2,5,100,BK,1,1,0.001,0.0001,800,800,True,5000,100,0.3,0,False,0.1,1,"[0.3012, 0.0022]","[0.2949, 0]",140.0
tanh,100,False,0.2,2,2,5,100,BK,1,1,0.001,1e-05,800,800,True,5000,100,0.3,0,False,1.0,1,"[0.2899, 0.0021]","[0.3465, 0]",50.0
tanh,100,False,0.2,2,2,5,100,BK,1,1,0.001,1e-05,800,800,True,5000,100,0.3,0,False,0.1,1,"[0.2979, 0.0021]","[0.3256, 0]",100.0
tanh,100,False,0.2,2,2,5,100,BK,1,1,0.001,1e-05,800,800,True,5000,100,0.3,0,False,0.01,1,"[0.2992, 0.0021]","[0.3082, 0]",180.0
tanh,100,False,0.2,2,2,5,100,BK,1,1,0.001,0.0,800,800,True,5000,100,0.3,0,False,0.5,1,"[0.2957, 0.0021]","[0.307, 0]",110.0
tanh,100,False,0.2,2,2,5,100,BK,1,1,0.001,0.0,800,800,True,5000,100,0.3,0,False,10.0,1,"[0.2873, 0.0021]","[0.3557, 0]",90.0
tanh,100,False,0.2,2,2,5,100,BK,1,1,0.001,0.0,800,800,True,5000,100,0.3,0,False,0.001,1,"[0.2958, 0.0021]","[0.327, 0]",70.0
tanh,100,False,0.2,2,2,5,100,BK,1,1,0.001,0.0,800,800,True,5000,100,0.3,0,False,1.0,1,"[0.2918, 0.0021]","[0.3448, 0]",50.0
tanh,100,False,0.2,2,2,5,100,BK,1,1,0.001,0.0,800,800,True,5000,100,0.3,0,False,0.1,1,"[0.3004, 0.002]","[0.3234, 0]",60.0
tanh,100,False,0.2,2,2,5,100,BK,1,1,0.001,0.0,800,800,True,5000,100,0.3,0,False,0.01,1,"[0.2975, 0.0021]","[0.3052, 0]",170.0
