act,hidden_dim,sparse_normalization,dropout_ratio,pos_uk_num,neg_uk_num,pos_kk_num,neg_kk_num,kernel_method,temperature_tau_u,temperature_tau_k,learning_rate,weight_decay,batch_size,test_batch_size,early_stop,num_epochs,patience,anneal_cap,total_anneal_steps,use_default_hp,hp_contrastive_u,weighted_recon,NDCG,RMSE,best_epoch
tanh,150,False,0,2,2,5,100,BK,1,1,0.001,1e-05,800,800,True,5000,100,0.001,0,False,10,1,"[0.2854, 0.0021]","[0.3117, 0]",150.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.01,0.0001,800,800,True,5000,100,0.001,0,False,10,1,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.01,0.0001,800,800,True,5000,100,0.001,0,False,0.001,1,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.01,0.0001,800,800,True,5000,100,0.001,0,False,1,1,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.01,0.0001,800,800,True,5000,100,0.001,0,False,0.5,1,"[0.0027, 0.0001]","[8.9455, 0]",60.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.01,0.0001,800,800,True,5000,100,0.001,0,False,0.1,1,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.01,1e-05,800,800,True,5000,100,0.001,0,False,0.01,1,"[0.0057, 0.0002]","[80.2494, 0]",80.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.01,1e-05,800,800,True,5000,100,0.001,0,False,10,1,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.01,1e-05,800,800,True,5000,100,0.001,0,False,0.001,1,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.01,1e-05,800,800,True,5000,100,0.001,0,False,1,1,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.01,1e-05,800,800,True,5000,100,0.001,0,False,0.5,1,"[0.0025, 0.0001]","[476.4756, 0]",50.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.01,1e-05,800,800,True,5000,100,0.001,0,False,0.1,1,"[0.0055, 0.0002]","[48.8071, 0]",50.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.01,0.0,800,800,True,5000,100,0.001,0,False,0.01,1,"[0.0037, 0.0002]","[77.3667, 0]",60.0
