user_id,step,critiquing_keyphrase,critique_polarity,clarification_keyphrase,clarification_polarity,accept_clarification
0,1,ramen,pos,ramen,pos,True
0,2,noodle,pos,noodle,pos,True
0,3,pork,pos,pork,pos,True
0,4,wait,pos,wait,pos,True
0,5,egg,pos,egg,pos,True
0,1,sushi,pos,sushi,pos,True
0,2,dessert,pos,dessert,pos,True
0,3,salmon,pos,salmon,pos,True
0,4,green tea,pos,green tea,pos,True
0,5,fresh,pos,fresh,pos,True
0,1,lamb,pos,lamb,pos,True
0,2,cocktail,pos,cocktail,pos,True
0,3,rib,pos,rib,pos,True
0,4,dumpling,pos,dumpling,pos,True
0,5,crispy,pos,crispy,pos,True
0,1,matcha,pos,matcha,pos,True
0,2,ice cream,pos,ice cream,pos,True
0,3,wait,pos,wait,pos,True
0,4,green tea,pos,green tea,pos,True
0,5,dessert,pos,dessert,pos,True
0,1,ramen,pos,ramen,pos,True
0,2,noodle,pos,noodle,pos,True
0,3,pork,pos,pork,pos,True
0,4,egg,pos,egg,pos,True
0,5,wait,pos,wait,pos,True
0,1,egg,pos,egg,pos,True
0,2,brunch,pos,brunch,pos,True
0,3,coffee,pos,coffee,pos,True
0,4,latte,pos,latte,pos,True
0,5,salmon,pos,salmon,pos,True
0,1,cocktail,pos,cocktail,pos,True
0,2,salad,pos,salad,pos,True
0,3,curry,pos,curry,pos,True
0,4,spring roll,pos,spring roll,pos,True
0,5,dessert,pos,dessert,pos,True
0,1,burger,pos,burger,pos,True
0,2,chicken,pos,chicken,pos,True
0,3,friendly,pos,friendly,pos,True
0,4,chip,pos,chip,pos,True
0,5,meat,pos,meat,pos,True
0,1,tofu,pos,tofu,pos,True
0,2,soup,pos,soup,pos,True
0,3,kimchi,pos,kimchi,pos,True
0,4,cheap,pos,cheap,pos,True
0,5,seafood,pos,seafood,pos,True
0,1,ramen,pos,ramen,pos,True
0,2,noodle,pos,noodle,pos,True
0,3,pork,pos,pork,pos,True
0,4,downtown,pos,downtown,pos,True
0,5,egg,pos,egg,pos,True
0,1,dumpling,pos,dumpling,pos,True
0,2,steamed,pos,steamed,pos,True
0,3,pork,pos,pork,pos,True
0,4,fried,pos,fried,pos,True
0,5,pancake,pos,pancake,pos,True
0,1,cheese,pos,cheese,pos,True
0,2,pot,pos,pot,pos,True
0,3,dinner,pos,dinner,pos,True
0,4,chicken,pos,chicken,pos,True
0,5,sandwich,pos,sandwich,pos,True
0,1,croissant,pos,croissant,pos,True
