act,hidden_dim,sparse_normalization,dropout_ratio,pos_uk_num,neg_uk_num,pos_kk_num,neg_kk_num,kernel_method,temperature_tau_u,temperature_tau_k,learning_rate,weight_decay,batch_size,test_batch_size,early_stop,num_epochs,patience,anneal_cap,total_anneal_steps,use_default_hp,hp_contrastive_u,weighted_recon,NDCG,RMSE,best_epoch
tanh,50,False,0.2,20,2,2,100,BK,1,1,0.01,0.0,800,800,True,5000,50,0.01,0,False,0.1,0.5,"[0.0219, 0.001]","[0.7842, 0]",110.0
tanh,50,False,0.2,20,2,2,100,BK,1,1,0.01,0.0,800,800,True,5000,50,0.01,0,False,0.001,0.5,"[0.0548, 0.0017]","[0.3362, 0]",220.0
tanh,50,False,0.2,20,2,2,100,BK,1,1,0.01,0.0,800,800,True,5000,50,0.01,0,False,10.0,0.5,"[0.032, 0.0013]","[0.5392, 0]",220.0
tanh,50,False,0.2,20,2,2,100,BK,1,1,0.01,0.0,800,800,True,5000,50,0.01,0,False,1.0,0.5,"[0.0509, 0.0016]","[0.3899, 0]",220.0
tanh,50,False,0.2,20,2,2,100,BK,1,1,0.01,0.0,800,800,True,5000,50,0.01,0,False,0.01,0.5,"[0.0407, 0.0014]","[0.3678, 0]",160.0
tanh,50,False,0.2,20,2,2,100,BK,1,1,0.01,0.0,800,800,True,5000,50,0.01,0,False,0.5,0.5,"[0.0692, 0.0019]","[0.3195, 0]",400.0
tanh,50,False,0.2,20,2,2,100,BK,1,1,0.01,0.0001,800,800,True,5000,50,0.01,0,False,0.1,0.5,"[0.06, 0.0018]","[0.3414, 0]",300.0
tanh,50,False,0.2,20,2,2,100,BK,1,1,0.01,0.0001,800,800,True,5000,50,0.01,0,False,0.001,0.5,"[0.0193, 0.0009]","[0.9991, 0]",140.0
tanh,50,False,0.2,20,2,2,100,BK,1,1,0.01,0.0001,800,800,True,5000,50,0.01,0,False,10.0,0.5,"[0.0312, 0.0012]","[0.5238, 0]",220.0
tanh,50,False,0.2,20,2,2,100,BK,1,1,0.01,0.0001,800,800,True,5000,50,0.01,0,False,1.0,0.5,"[0.0547, 0.0017]","[0.3549, 0]",270.0
tanh,50,False,0.2,20,2,2,100,BK,1,1,0.01,0.0001,800,800,True,5000,50,0.01,0,False,0.01,0.5,"[0.0555, 0.0016]","[0.3423, 0]",170.0
tanh,50,False,0.2,20,2,2,100,BK,1,1,0.01,0.0001,800,800,True,5000,50,0.01,0,False,0.5,0.5,"[0.0553, 0.0017]","[0.3535, 0]",180.0
tanh,50,False,0.2,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.01,0,False,0.1,0.5,"[0.0373, 0.0013]","[0.4551, 0]",90.0
