act,hidden_dim,sparse_normalization,dropout_ratio,learning_rate,weight_decay,batch_size,test_batch_size,early_stop,num_epochs,patience,anneal_cap,total_anneal_steps,weighted_recon,NDCG,RMSE,best_epoch
tanh,100,False,0,1e-05,1e-05,800,800,True,5000,100,0.3,0,0.5,"[0.193, 0.0017]","[0.3749, 0]",830.0
tanh,100,False,0,1e-05,1e-05,800,800,True,5000,100,0.3,0,0.3,"[0.1807, 0.0018]","[0.4336, 0]",580.0
tanh,50,False,0.2,0.001,1e-05,800,800,True,5000,100,0.3,0,0.3,"[0.168, 0.0018]","[0.457, 0]",60.0
tanh,100,False,0,1e-05,1e-05,800,800,True,5000,100,0.3,0,0.1,"[0.1655, 0.0019]","[0.5389, 0]",1120.0
tanh,50,False,0.2,0.001,1e-05,800,800,True,5000,100,0.3,0,0.2,"[0.167, 0.0018]","[0.4847, 0]",110.0
tanh,100,False,0,1e-05,1e-05,800,800,True,5000,100,0.3,0,0.8,"[0.2017, 0.0017]","[0.3285, 0]",1000.0
tanh,100,False,0,1e-05,0.0,800,800,True,5000,100,0.3,0,0.5,"[0.192, 0.0017]","[0.376, 0]",730.0
tanh,100,False,0,1e-05,0.0,800,800,True,5000,100,0.3,0,0.3,"[0.1825, 0.0018]","[0.4323, 0]",700.0
tanh,100,False,0,1e-05,0.0,800,800,True,5000,100,0.3,0,0.2,"[0.1738, 0.0018]","[0.4739, 0]",750.0
tanh,100,False,0,1e-05,0.0,800,800,True,5000,100,0.3,0,0.1,"[0.1607, 0.0018]","[0.5594, 0]",720.0
tanh,100,False,0,1e-05,0.0,800,800,True,5000,100,0.3,0,1.0,"[0.2073, 0.0017]","[0.3084, 0]",1140.0
tanh,100,False,0,1e-05,0.0,800,800,True,5000,100,0.3,0,0.8,"[0.202, 0.0017]","[0.3307, 0]",920.0
tanh,100,False,0,1e-05,0.0001,800,800,True,5000,100,0.3,0,0.5,"[0.1938, 0.0017]","[0.3716, 0]",960.0
tanh,100,False,0,1e-05,0.0001,800,800,True,5000,100,0.3,0,0.3,"[0.1824, 0.0018]","[0.4238, 0]",910.0
tanh,100,False,0,1e-05,0.0001,800,800,True,5000,100,0.3,0,0.2,"[0.1745, 0.0018]","[0.4736, 0]",680.0
tanh,100,False,0,1e-05,0.0001,800,800,True,5000,100,0.3,0,0.1,"[0.1661, 0.0019]","[0.5278, 0]",1240.0
tanh,100,False,0,1e-05,0.0001,800,800,True,5000,100,0.3,0,1.0,"[0.2064, 0.0017]","[0.3086, 0]",1020.0
tanh,100,False,0,1e-05,0.0001,800,800,True,5000,100,0.3,0,0.8,"[0.2011, 0.0017]","[0.3323, 0]",690.0
tanh,50,False,0.2,1e-05,1e-05,800,800,True,5000,100,0.3,0,1.0,"[0.1968, 0.0017]","[0.3361, 0]",1050.0
tanh,100,False,0,0.0001,1e-05,800,800,True,5000,100,0.3,0,0.3,"[0.1862, 0.0017]","[0.4226, 0]",310.0
tanh,100,False,0,0.0001,1e-05,800,800,True,5000,100,0.3,0,0.2,"[0.1782, 0.0018]","[0.4621, 0]",170.0
tanh,100,False,0,0.0001,1e-05,800,800,True,5000,100,0.3,0,0.1,"[0.1611, 0.0018]","[0.5422, 0]",160.0
tanh,100,False,0,0.0001,1e-05,800,800,True,5000,100,0.3,0,1.0,"[0.2088, 0.0017]","[0.3118, 0]",110.0
tanh,100,False,0,0.0001,1e-05,800,800,True,5000,100,0.3,0,0.8,"[0.2045, 0.0017]","[0.3224, 0]",240.0
tanh,50,False,0.2,1e-05,0.0001,800,800,True,5000,100,0.3,0,1.0,"[0.2, 0.0017]","[0.3316, 0]",1490.0
tanh,100,False,0,0.0001,0.0,800,800,True,5000,100,0.3,0,0.3,"[0.1813, 0.0018]","[0.4351, 0]",140.0
tanh,100,False,0,0.0001,0.0,800,800,True,5000,100,0.3,0,0.2,"[0.1767, 0.0018]","[0.48, 0]",130.0
tanh,100,False,0,0.0001,0.0,800,800,True,5000,100,0.3,0,0.1,"[0.1627, 0.0018]","[0.5626, 0]",180.0
tanh,50,False,0.2,1e-05,0.0001,800,800,True,5000,100,0.3,0,0.2,"[0.1365, 0.0014]","[0.5481, 0]",280.0
tanh,100,False,0,0.0001,0.0,800,800,True,5000,100,0.3,0,0.8,"[0.2038, 0.0017]","[0.3303, 0]",250.0
tanh,100,False,0,0.0001,0.0001,800,800,True,5000,100,0.3,0,0.5,"[0.1972, 0.0017]","[0.38, 0]",200.0
tanh,50,False,0.2,1e-05,0.0,800,800,True,5000,100,0.3,0,0.5,"[0.1842, 0.0018]","[0.3991, 0]",1330.0
tanh,100,False,0,0.0001,0.0001,800,800,True,5000,100,0.3,0,0.2,"[0.1732, 0.0018]","[0.4389, 0]",180.0
tanh,100,False,0,0.0001,0.0001,800,800,True,5000,100,0.3,0,0.1,"[0.1676, 0.0018]","[0.5308, 0]",280.0
tanh,100,False,0,0.0001,0.0001,800,800,True,5000,100,0.3,0,1.0,"[0.2106, 0.0017]","[0.308, 0]",250.0
tanh,100,False,0,0.0001,0.0001,800,800,True,5000,100,0.3,0,0.8,"[0.2037, 0.0017]","[0.3252, 0]",160.0
tanh,100,False,0,0.01,1e-05,800,800,True,5000,100,0.3,0,0.5,"[0.012, 0.0003]","[1067.1208, 0]",230.0
tanh,100,False,0,0.01,1e-05,800,800,True,5000,100,0.3,0,0.3,"[0.0117, 0.0003]","[9853.4465, 0]",70.0
tanh,100,False,0,0.01,1e-05,800,800,True,5000,100,0.3,0,0.2,"[0.005, 0.0002]","[488.4841, 0]",70.0
tanh,100,False,0,0.01,1e-05,800,800,True,5000,100,0.3,0,0.1,"[0.0089, 0.0003]","[3146.5865, 0]",140.0
tanh,100,False,0,0.01,1e-05,800,800,True,5000,100,0.3,0,1.0,"[0.0757, 0.0009]","[0.6146, 0]",90.0
tanh,100,False,0,0.01,1e-05,800,800,True,5000,100,0.3,0,0.8,"[0.0204, 0.0005]","[1597.2027, 0]",80.0
tanh,100,False,0,0.01,0.0,800,800,True,5000,100,0.3,0,0.5,"[0.019, 0.0004]","[248.3131, 0]",60.0
tanh,100,False,0,0.01,0.0,800,800,True,5000,100,0.3,0,0.3,"[0.0097, 0.0003]","[4494.3901, 0]",60.0
tanh,100,False,0,0.01,0.0,800,800,True,5000,100,0.3,0,0.2,"[0.0193, 0.0004]","[1858.8335, 0]",110.0
tanh,100,False,0,0.01,0.0,800,800,True,5000,100,0.3,0,0.1,"[0.0082, 0.0003]","[1691.2732, 0]",150.0
tanh,100,False,0,0.01,0.0,800,800,True,5000,100,0.3,0,1.0,"[0.0089, 0.0002]","[653.5809, 0]",70.0
tanh,100,False,0,0.01,0.0,800,800,True,5000,100,0.3,0,0.8,"[0.0056, 0.0002]","[3069.7176, 0]",60.0
tanh,100,False,0,0.01,0.0001,800,800,True,5000,100,0.3,0,0.5,"[0.0083, 0.0003]","[1895.7368, 0]",100.0
tanh,100,False,0,0.01,0.0001,800,800,True,5000,100,0.3,0,0.3,"[0.0064, 0.0003]","[2270.8831, 0]",240.0
