act,hidden_dim,sparse_normalization,dropout_ratio,pos_uk_num,neg_uk_num,pos_kk_num,neg_kk_num,kernel_method,temperature_tau_u,temperature_tau_k,learning_rate,weight_decay,batch_size,test_batch_size,early_stop,num_epochs,patience,anneal_cap,total_anneal_steps,use_default_hp,hp_contrastive_u,weighted_recon,NDCG,RMSE,best_epoch
tanh,150,False,0,2,2,5,100,BK,1,1,0.0001,1e-05,800,800,True,5000,100,0.01,0,False,10,1,"[0.2935, 0.0021]","[0.3131, 0]",120.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.0001,1e-05,800,800,True,5000,100,0.01,0,False,0.5,1,"[0.2861, 0.0022]","[0.304, 0]",110.0
tanh,100,False,0,2,2,5,100,BK,1,1,0.01,1e-05,800,800,True,5000,100,0.01,0,False,0.001,1,"[0.0106, 0.0003]","[1571.6473, 0]",70.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.0001,1e-05,800,800,True,5000,100,0.01,0,False,0.01,1,"[0.2869, 0.0023]","[0.2875, 0]",150.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.0001,1e-05,800,800,True,5000,100,0.01,0,False,0.001,1,"[0.2798, 0.0022]","[0.2905, 0]",110.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.0001,1e-05,800,800,True,5000,100,0.01,0,False,0.1,1,"[0.2839, 0.0022]","[0.2989, 0]",100.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.0001,0.0001,800,800,True,5000,100,0.01,0,False,10,1,"[0.2946, 0.0021]","[0.31, 0]",150.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.0001,0.0001,800,800,True,5000,100,0.01,0,False,0.5,1,"[0.2851, 0.0022]","[0.2966, 0]",190.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.0001,0.0001,800,800,True,5000,100,0.01,0,False,1,1,"[0.2888, 0.0022]","[0.297, 0]",200.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.0001,0.0001,800,800,True,5000,100,0.01,0,False,0.01,1,"[0.2835, 0.0023]","[0.2881, 0]",160.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.0001,0.0001,800,800,True,5000,100,0.01,0,False,0.001,1,"[0.2825, 0.0023]","[0.2917, 0]",150.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.0001,0.0001,800,800,True,5000,100,0.01,0,False,0.1,1,"[0.2895, 0.0023]","[0.2932, 0]",190.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.0001,0.0,800,800,True,5000,100,0.01,0,False,10,1,"[0.2911, 0.0021]","[0.3156, 0]",90.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.0001,0.0,800,800,True,5000,100,0.01,0,False,0.5,1,"[0.2886, 0.0022]","[0.2977, 0]",160.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.0001,0.0,800,800,True,5000,100,0.01,0,False,1,1,"[0.2841, 0.0023]","[0.2885, 0]",240.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.0001,0.0,800,800,True,5000,100,0.01,0,False,0.01,1,"[0.2823, 0.0022]","[0.2794, 0]",130.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.0001,0.0,800,800,True,5000,100,0.01,0,False,0.001,1,"[0.2799, 0.0021]","[0.3175, 0]",60.0
tanh,100,False,0,2,2,5,100,BK,1,1,0.01,0.0001,800,800,True,5000,100,0.01,0,False,0.1,1,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.001,1e-05,800,800,True,5000,100,0.01,0,False,10,1,"[0.2878, 0.0021]","[0.3144, 0]",170.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.001,1e-05,800,800,True,5000,100,0.01,0,False,0.5,1,"[0.2842, 0.0022]","[0.2986, 0]",190.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.001,1e-05,800,800,True,5000,100,0.01,0,False,1,1,"[0.2835, 0.0021]","[0.3203, 0]",130.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.001,1e-05,800,800,True,5000,100,0.01,0,False,0.01,1,"[0.2962, 0.0022]","[0.2905, 0]",180.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.001,1e-05,800,800,True,5000,100,0.01,0,False,0.001,1,"[0.2735, 0.0023]","[0.2706, 0]",240.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.001,1e-05,800,800,True,5000,100,0.01,0,False,0.1,1,"[0.2945, 0.0022]","[0.3142, 0]",190.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.001,0.0001,800,800,True,5000,100,0.01,0,False,10,1,"[0.2879, 0.0021]","[0.3185, 0]",230.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.001,0.0001,800,800,True,5000,100,0.01,0,False,0.5,1,"[0.2876, 0.0021]","[0.2677, 0]",120.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.001,0.0001,800,800,True,5000,100,0.01,0,False,1,1,"[0.2985, 0.0022]","[0.3099, 0]",200.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.001,0.0001,800,800,True,5000,100,0.01,0,False,0.01,1,"[0.2818, 0.0022]","[0.322, 0]",180.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.001,0.0001,800,800,True,5000,100,0.01,0,False,0.001,1,"[0.2749, 0.0023]","[0.2678, 0]",160.0
tanh,150,False,0,2,2,5,100,BK,1,1,0.001,0.0001,800,800,True,5000,100,0.01,0,False,0.1,1,"[0.285, 0.0023]","[0.275, 0]",210.0
