act,hidden_dim,sparse_normalization,dropout_ratio,pos_uk_num,neg_uk_num,pos_kk_num,neg_kk_num,kernel_method,temperature_tau_u,temperature_tau_k,learning_rate,weight_decay,batch_size,test_batch_size,early_stop,num_epochs,patience,anneal_cap,total_anneal_steps,use_default_hp,hp_contrastive_u,weighted_recon,NDCG,RMSE,best_epoch
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.01,0.0,800,800,True,5000,50,0.5,0,False,10.0,0.5,"[0.0077, 0.0006]","[66.9509, 0]",140.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.01,0.0,800,800,True,5000,50,0.5,0,False,0.01,0.5,"[0.0022, 0.0003]","[nan, 0]",50.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.01,0.0,800,800,True,5000,50,0.5,0,False,1.0,0.5,"[0.009, 0.0006]","[75.1532, 0]",50.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.01,0.0,800,800,True,5000,50,0.5,0,False,0.1,0.5,"[0.009, 0.0006]","[2.6249, 0]",220.0
tanh,150,False,0.2,20,2,2,100,BK,1,1,0.001,0.0001,800,800,True,5000,50,0.5,0,False,0.001,0.5,"[0.1003, 0.0024]","[0.2493, 0]",220.0
tanh,150,False,0.2,20,2,2,100,BK,1,1,0.001,0.0001,800,800,True,5000,50,0.5,0,False,0.1,0.5,"[0.0971, 0.0023]","[0.2858, 0]",200.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.5,0,False,10.0,0.5,"[0.0022, 0.0003]","[nan, 0]",50.0
tanh,150,False,0.2,20,2,2,100,BK,1,1,0.001,1e-05,800,800,True,5000,50,0.5,0,False,10.0,0.5,"[0.073, 0.0021]","[0.3887, 0]",210.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.5,0,False,1.0,0.5,"[0.009, 0.0006]","[40.7247, 0]",90.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.5,0,False,0.1,0.5,"[0.0022, 0.0003]","[nan, 0]",50.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.5,0,False,0.001,0.5,"[0.0128, 0.0007]","[22.1584, 0]",230.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.5,0,False,0.5,0.5,"[0.0097, 0.0006]","[3.8917, 0]",140.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.01,0.0001,800,800,True,5000,50,0.5,0,False,10.0,0.5,"[0.0068, 0.0006]","[50.3712, 0]",90.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.01,0.0001,800,800,True,5000,50,0.5,0,False,0.01,0.5,"[0.0077, 0.0005]","[6.9263, 0]",180.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.01,0.0001,800,800,True,5000,50,0.5,0,False,1.0,0.5,"[0.0055, 0.0004]","[36.2398, 0]",90.0
tanh,150,False,0.2,20,2,2,100,BK,1,1,0.001,0.0,800,800,True,5000,50,0.5,0,False,0.01,0.5,"[0.0999, 0.0023]","[0.2637, 0]",250.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.01,0.0001,800,800,True,5000,50,0.5,0,False,0.001,0.5,"[0.0088, 0.0006]","[8.5056, 0]",110.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.01,0.0001,800,800,True,5000,50,0.5,0,False,0.5,0.5,"[0.0046, 0.0004]","[216.2729, 0]",50.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.0001,0.0,800,800,True,5000,50,0.5,0,False,10.0,0.5,"[0.0804, 0.0022]","[0.5071, 0]",300.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.0001,0.0,800,800,True,5000,50,0.5,0,False,0.01,0.5,"[0.0869, 0.0022]","[0.3695, 0]",590.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.0001,0.0,800,800,True,5000,50,0.5,0,False,1.0,0.5,"[0.0855, 0.0022]","[0.4577, 0]",500.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.0001,0.0,800,800,True,5000,50,0.5,0,False,0.1,0.5,"[0.0987, 0.0023]","[0.3537, 0]",1310.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.0001,0.0,800,800,True,5000,50,0.5,0,False,0.001,0.5,"[0.0862, 0.0022]","[0.3589, 0]",590.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.0001,0.0,800,800,True,5000,50,0.5,0,False,0.5,0.5,"[0.09, 0.0023]","[0.4385, 0]",540.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.0001,1e-05,800,800,True,5000,50,0.5,0,False,10.0,0.5,"[0.0797, 0.0021]","[0.5008, 0]",370.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.0001,1e-05,800,800,True,5000,50,0.5,0,False,0.01,0.5,"[0.0956, 0.0023]","[0.327, 0]",1240.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.0001,1e-05,800,800,True,5000,50,0.5,0,False,1.0,0.5,"[0.086, 0.0022]","[0.4613, 0]",450.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.0001,1e-05,800,800,True,5000,50,0.5,0,False,0.1,0.5,"[0.0897, 0.0023]","[0.3885, 0]",650.0
tanh,150,False,0.2,20,2,2,100,BK,1,1,1e-05,1e-05,800,800,True,5000,50,0.5,0,False,0.001,0.5,"[0.0422, 0.0016]","[0.2307, 0]",100.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.0001,1e-05,800,800,True,5000,50,0.5,0,False,0.5,0.5,"[0.0874, 0.0022]","[0.4462, 0]",490.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.0001,0.0001,800,800,True,5000,50,0.5,0,False,10.0,0.5,"[0.0795, 0.0021]","[0.4933, 0]",350.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.0001,0.0001,800,800,True,5000,50,0.5,0,False,0.01,0.5,"[0.0839, 0.0022]","[0.404, 0]",400.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.0001,0.0001,800,800,True,5000,50,0.5,0,False,1.0,0.5,"[0.0858, 0.0022]","[0.4521, 0]",510.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.0001,0.0001,800,800,True,5000,50,0.5,0,False,0.1,0.5,"[0.0897, 0.0023]","[0.3949, 0]",640.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.0001,0.0001,800,800,True,5000,50,0.5,0,False,0.001,0.5,"[0.0827, 0.0022]","[0.4155, 0]",360.0
tanh,150,False,0.2,20,2,2,100,BK,1,1,1e-05,0.0,800,800,True,5000,50,0.5,0,False,0.1,0.5,"[0.0454, 0.0017]","[0.2455, 0]",110.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.001,0.0,800,800,True,5000,50,0.5,0,False,10.0,0.5,"[0.0702, 0.002]","[0.4704, 0]",190.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.001,0.0,800,800,True,5000,50,0.5,0,False,0.01,0.5,"[0.0975, 0.0023]","[0.3276, 0]",230.0
